45,36.9,0.236,0.189,0.14,0.117,0.091,0.078,0.064,0.052,0.042,0.036,0.043,0.043,0.238,0.188,0.141,0.119,0.09,0.077,0.066,0.05,0.039,0.037,0.042,0.042,0.239,0.189,0.141,0.118,0.091,0.078,0.064,0.053,0.039,0.036,0.043,0.042,0.508,0.458,0.413,0.371,0.289,0.241,0.162,0.11,0.052,0.037,0.042,0.041,0.505,0.456,0.385,0.34,0.281,0.245,0.155,0.108,0.055,0.036,0.042,0.042,0.481,0.438,0.369,0.323,0.267,0.209,0.139,0.1,0.052,0.036,0.042,0.042
65,37.0,0.236,0.189,0.14,0.117,0.091,0.078,0.064,0.052,0.041,0.036,0.043,0.043,0.238,0.188,0.141,0.116,0.091,0.077,0.065,0.05,0.039,0.037,0.042,0.042,0.239,0.189,0.141,0.118,0.091,0.078,0.064,0.052,0.039,0.036,0.042,0.042,0.552,0.504,0.437,0.395,0.319,0.266,0.18,0.119,0.055,0.036,0.042,0.041,0.541,0.486,0.414,0.37,0.306,0.267,0.172,0.121,0.057,0.035,0.042,0.042,0.514,0.474,0.403,0.354,0.292,0.234,0.155,0.109,0.054,0.036,0.042,0.042
85,37.0,0.237,0.189,0.141,0.117,0.091,0.078,0.064,0.052,0.042,0.036,0.043,0.043,0.239,0.188,0.141,0.116,0.091,0.077,0.066,0.05,0.039,0.037,0.042,0.042,0.239,0.189,0.142,0.118,0.091,0.078,0.064,0.052,0.039,0.036,0.042,0.042,0.597,0.549,0.467,0.426,0.346,0.291,0.192,0.127,0.058,0.036,0.042,0.041,0.586,0.517,0.439,0.4,0.327,0.289,0.187,0.133,0.06,0.035,0.042,0.042,0.556,0.509,0.438,0.385,0.313,0.248,0.171,0.117,0.056,0.036,0.042,0.042
105,37.0,0.237,0.19,0.141,0.117,0.091,0.078,0.064,0.052,0.042,0.036,0.043,0.043,0.239,0.189,0.142,0.116,0.091,0.077,0.066,0.05,0.039,0.037,0.042,0.042,0.239,0.189,0.142,0.119,0.091,0.078,0.064,0.052,0.039,0.036,0.042,0.042,0.636,0.581,0.499,0.452,0.371,0.313,0.209,0.134,0.06,0.036,0.042,0.041,0.623,0.552,0.471,0.431,0.35,0.312,0.203,0.145,0.062,0.035,0.042,0.042,0.59,0.547,0.47,0.423,0.34,0.271,0.183,0.125,0.058,0.036,0.042,0.042
125,37.0,0.238,0.191,0.141,0.117,0.091,0.078,0.064,0.052,0.042,0.036,0.043,0.043,0.239,0.189,0.142,0.116,0.091,0.077,0.065,0.05,0.039,0.037,0.042,0.042,0.24,0.19,0.142,0.119,0.091,0.078,0.064,0.052,0.039,0.036,0.042,0.042,0.671,0.617,0.529,0.476,0.395,0.334,0.228,0.141,0.063,0.036,0.041,0.041,0.661,0.588,0.504,0.461,0.372,0.333,0.219,0.154,0.065,0.035,0.042,0.042,0.624,0.584,0.508,0.451,0.362,0.293,0.201,0.138,0.06,0.036,0.042,0.042
145,37.0,0.238,0.192,0.141,0.117,0.091,0.078,0.065,0.052,0.042,0.036,0.043,0.043,0.239,0.189,0.142,0.116,0.091,0.078,0.065,0.05,0.039,0.037,0.042,0.042,0.24,0.19,0.142,0.119,0.091,0.078,0.064,0.053,0.039,0.036,0.042,0.042,0.708,0.657,0.557,0.502,0.42,0.354,0.243,0.151,0.065,0.036,0.041,0.041,0.701,0.625,0.535,0.487,0.393,0.357,0.235,0.162,0.068,0.035,0.042,0.042,0.66,0.622,0.538,0.483,0.388,0.317,0.218,0.149,0.063,0.036,0.042,0.042
165,37.0,0.239,0.193,0.142,0.118,0.091,0.078,0.065,0.052,0.042,0.036,0.043,0.043,0.24,0.19,0.142,0.116,0.091,0.078,0.066,0.05,0.039,0.037,0.042,0.042,0.241,0.19,0.143,0.119,0.091,0.078,0.064,0.053,0.039,0.036,0.042,0.042,0.741,0.696,0.582,0.526,0.442,0.37,0.255,0.163,0.067,0.036,0.041,0.041,0.737,0.664,0.569,0.511,0.413,0.379,0.25,0.171,0.07,0.035,0.042,0.042,0.694,0.659,0.567,0.512,0.415,0.343,0.233,0.16,0.065,0.036,0.042,0.042
185,37.0,0.239,0.194,0.142,0.118,0.091,0.079,0.065,0.052,0.042,0.036,0.043,0.043,0.24,0.19,0.143,0.116,0.091,0.078,0.066,0.05,0.039,0.037,0.042,0.042,0.241,0.191,0.143,0.12,0.091,0.078,0.064,0.053,0.039,0.036,0.042,0.042,0.779,0.734,0.606,0.55,0.466,0.388,0.27,0.175,0.07,0.036,0.041,0.041,0.775,0.699,0.602,0.532,0.435,0.402,0.266,0.182,0.073,0.035,0.042,0.042,0.729,0.697,0.599,0.542,0.443,0.366,0.248,0.168,0.068,0.036,0.042,0.042
205,37.0,0.24,0.195,0.142,0.118,0.092,0.079,0.065,0.052,0.042,0.036,0.043,0.043,0.24,0.19,0.143,0.117,0.091,0.078,0.066,0.05,0.039,0.037,0.042,0.042,0.242,0.191,0.143,0.12,0.091,0.078,0.064,0.053,0.039,0.036,0.042,0.042,0.817,0.77,0.639,0.574,0.496,0.412,0.289,0.184,0.072,0.036,0.041,0.041,0.813,0.735,0.637,0.553,0.451,0.428,0.286,0.196,0.075,0.035,0.042,0.042,0.764,0.733,0.634,0.573,0.469,0.389,0.264,0.18,0.07,0.036,0.042,0.042
225,37.0,0.24,0.197,0.143,0.118,0.092,0.079,0.065,0.052,0.042,0.036,0.043,0.043,0.24,0.191,0.143,0.117,0.091,0.078,0.066,0.05,0.039,0.037,0.042,0.042,0.242,0.191,0.143,0.12,0.092,0.079,0.064,0.053,0.039,0.036,0.042,0.042,0.856,0.79,0.681,0.603,0.523,0.433,0.308,0.193,0.074,0.036,0.041,0.041,0.852,0.772,0.672,0.584,0.473,0.457,0.305,0.211,0.077,0.035,0.042,0.042,0.8,0.769,0.67,0.602,0.495,0.411,0.282,0.193,0.073,0.036,0.042,0.042
